 framenumber,eulers.phi, eulers.theta, eulers.psi, euler_rates.phi_dot, euler_rates.theta_dot, euler_rates.psi_dot, rates.X, rates.Y, rates.Z, accels.X, accels.Y, accels.Z,sin
170,0.0863678,-0.0814258,0.244964,-0.0903323,0.0115704,0.010459,-0.0894816,0.0124265,0.00938742,0.0960971,-0.00681622,1.04026,-0.42057731
171,0.0854878,-0.0813098,0.245081,-0.0878934,0.0115959,0.0117324,-0.0869404,0.012552,0.0106608,0.090474,-0.00319351,1.022,-0.406075125
172,0.0846664,-0.081172,0.245213,-0.0817491,0.0137245,0.0130988,-0.080687,0.0147793,0.0118483,0.102912,-0.00570144,1.01856,-0.391469939
173,0.0838996,-0.0811392,0.245338,-0.0762513,0.00328051,0.0124407,-0.075243,0.00430808,0.0120812,0.0954647,-0.00700446,1.00671,-0.376765457
174,0.0831208,-0.0811186,0.245466,-0.0774893,0.00205316,0.0127434,-0.0764567,0.00310061,0.0124872,0.0993391,-0.0135303,1.00845,-0.361965409
175,0.082313,-0.0811112,0.245597,-0.080337,0.000747234,0.013038,-0.0792806,0.00181317,0.0128897,0.0939948,-0.0135316,1.02527,-0.347073549
176,0.0814373,-0.0810157,0.245747,-0.0871798,0.00952374,0.0149007,-0.0859739,0.0107003,0.0140278,0.0933704,-0.0161162,1.0436,-0.332093654
177,0.0805441,-0.0808625,0.245906,-0.089049,0.0152807,0.0158683,-0.0877673,0.0165037,0.0145357,0.101119,-0.00583895,1.04631,-0.317029523
178,0.0796941,-0.0807386,0.246056,-0.0845908,0.0123511,0.0148541,-0.0833928,0.0134905,0.0137754,0.0947074,0.00231884,1.0295,-0.301884978
179,0.0789173,-0.0807557,0.24621,-0.0772561,-0.00169012,0.0153448,-0.0760183,-0.000479096,0.0153804,0.1019,-0.00234743,1.00633,-0.286663861
180,0.0781738,-0.0807527,0.246371,-0.07412,0.0003072,0.0161022,-0.0728211,0.00155965,0.0159767,0.100666,-0.00380944,1.02103,-0.271370031
181,0.0774312,-0.0807379,0.24653,-0.0740029,0.00149034,0.0158283,-0.0727263,0.00270627,0.0156142,0.0916119,-0.00216114,1.02923,-0.256007368
182,0.0766574,-0.0806862,0.246691,-0.0767743,0.00513873,0.0159684,-0.0754872,0.00634256,0.0154762,0.0899166,-0.00824391,1.04307,-0.24057977
183,0.0758123,-0.0806047,0.24684,-0.0839539,0.00811206,0.0148031,-0.082762,0.0092063,0.0140983,0.1039,-0.0142709,1.05083,-0.225091148
184,0.0749399,-0.0805413,0.246994,-0.0868917,0.00632389,0.0152986,-0.0856609,0.00744783,0.0147327,0.0935113,-0.0149881,1.04927,-0.209545433
185,0.0740413,-0.0804469,0.247159,-0.0864804,0.00910253,0.015913,-0.0852016,0.0102509,0.0151447,0.0965808,-0.0119879,1.03769,-0.193946566
186,0.073245,-0.0803662,0.24732,-0.0825627,0.00838148,0.0166355,-0.0812272,0.00957245,0.015924,0.0977555,-0.0165487,1.03856,-0.178298505
187,0.0724735,-0.0802703,0.24749,-0.0790657,0.00983955,0.017453,-0.0776663,0.0110734,0.0166387,0.0965044,-0.0150556,1.03135,-0.162605219
188,0.0716784,-0.0802489,0.247686,-0.0763985,0.00207205,0.0187919,-0.0748921,0.00340822,0.0185349,0.0950425,-0.0132249,1.02338,-0.146870688
189,0.0708871,-0.080213,0.247877,-0.0789639,0.00359939,0.0191051,-0.0774331,0.00493917,0.0187409,0.0856644,-0.0154705,1.04554,-0.131098903
190,0.0700536,-0.0801799,0.248061,-0.0830595,0.00330914,0.0183459,-0.0815901,0.00458104,0.0180105,0.0960311,-0.0178412,1.05102,-0.115293866
191,0.069194,-0.0801781,0.248242,-0.0854336,0.000193202,0.0179908,-0.0839926,0.0014326,0.0178767,0.0933622,-0.0138919,1.05241,-0.099459584
192,0.0683397,-0.080109,0.248443,-0.0852901,0.00692001,0.020053,-0.0836854,0.00826882,0.0194695,0.100573,-0.0158572,1.06114,-0.083600074
193,0.0675151,-0.0800547,0.248669,-0.0821053,0.00541776,0.0225048,-0.0803056,0.00691882,0.0220161,0.0989956,-0.0103026,1.04977,-0.067719359
194,0.0667704,-0.0800914,0.248922,-0.0743293,-0.00363813,0.0252266,-0.072311,-0.00195228,0.0253324,0.100669,-0.0128304,1.03634,-0.051821467
195,0.0660818,-0.0801166,0.249199,-0.0687243,-0.00249961,0.0276905,-0.0665082,-0.000671512,0.0277065,0.0990678,-0.0132987,1.03645,-0.035910431
196,0.0653721,-0.0801567,0.249489,-0.0693018,-0.00389046,0.0282615,-0.0670388,-0.00204188,0.0283648,0.102641,-0.017353,1.04215,-0.019990286
197,0.0646643,-0.0802486,0.249752,-0.0719226,-0.00932218,0.0267809,-0.0697758,-0.0075777,0.0272413,0.0923967,-0.0154458,1.04836,-0.004065071
198,0.0638931,-0.0802329,0.250026,-0.0771982,0.00158946,0.0274253,-0.0750002,0.00333168,0.0271798,0.0928352,-0.0139043,1.06425,0.011861176
199,0.0630888,-0.0801698,0.250305,-0.0782997,0.00616116,0.027092,-0.0761301,0.00785149,0.0265629,0.104438,-0.00439138,1.06575,0.027784414
200,0.062333,-0.080121,0.250559,-0.0763873,0.00495227,0.0257065,-0.0743298,0.00653884,0.0252658,0.0935253,0.00434529,1.04763,0.043700605
201,0.0616431,-0.080184,0.250803,-0.0693428,-0.00630581,0.0245822,-0.0673738,-0.00478433,0.0248452,0.100919,0.00501239,1.02693,0.05960571
202,0.0609827,-0.0802375,0.251069,-0.0655409,-0.00529524,0.026337,-0.0634299,-0.00368545,0.0265262,0.0982568,0.00168272,1.03734,0.075495697
203,0.0603155,-0.0803056,0.25133,-0.0654025,-0.00666017,0.0256084,-0.0633482,-0.00510939,0.0258809,0.090788,0.00251004,1.04267,0.091366535
204,0.0596417,-0.0803799,0.25156,-0.0680963,-0.00749968,0.023277,-0.0662273,-0.00610337,0.0236076,0.0914319,0.00466787,1.04963,0.107214197
205,0.0589068,-0.0804642,0.251777,-0.0730612,-0.00835987,0.0215156,-0.0713319,-0.00708279,0.021901,0.104681,-0.00842471,1.06225,0.123034665
206,0.0581327,-0.0805434,0.251994,-0.0771983,-0.00788582,0.0216973,-0.0754526,-0.00661597,0.0220486,0.0959805,-0.00833148,1.05997,0.138823925
207,0.0573543,-0.0806533,0.252212,-0.0773712,-0.0108973,0.0216809,-0.0756244,-0.0096406,0.0221996,0.101747,-0.00198226,1.05394,0.154577972
208,0.0566294,-0.080751,0.252448,-0.0722548,-0.00972845,0.0234584,-0.0703625,-0.00838946,0.0238951,0.105277,-0.00114347,1.04548,0.170292811
209,0.0559594,-0.080855,0.252701,-0.06667,-0.0103271,0.0252096,-0.0646339,-0.00890561,0.0256655,0.106751,-0.00519782,1.03844,0.185964456
210,0.0553221,-0.0810492,0.252962,-0.0633481,-0.0192896,0.0259249,-0.0612492,-0.0178313,0.0268668,0.100515,-0.00322774,1.03028,0.20158893
211,0.0546628,-0.0811987,0.253221,-0.0658363,-0.0149058,0.0259072,-0.0637349,-0.0134727,0.0265976,0.0902644,-0.00564595,1.05063,0.217162272
212,0.0539625,-0.0813309,0.253477,-0.0697287,-0.0131492,0.0254284,-0.0676628,-0.011763,0.0260167,0.100386,-0.0070651,1.0553,0.23268053
213,0.0532416,-0.0815121,0.253725,-0.071717,-0.0180038,0.0247207,-0.0697042,-0.0166671,0.0255618,0.0939837,0.00107574,1.05267,0.24813977
214,0.0525118,-0.0816251,0.253967,-0.0725526,-0.0112205,0.0240936,-0.0705881,-0.0099446,0.0245692,0.100764,0.00367388,1.05079,0.263536069
215,0.0517982,-0.0817161,0.254203,-0.0711225,-0.00904733,0.0234733,-0.0692065,-0.00782392,0.023832,0.0992021,0.0078673,1.04566,0.278865522
216,0.0511551,-0.08191,0.254435,-0.0640113,-0.0192887,0.0231444,-0.0621177,-0.018084,0.0240229,0.0953011,0.00111678,1.02685,0.294124241
217,0.0505446,-0.0820933,0.254684,-0.0608366,-0.0182471,0.0247687,-0.0588056,-0.0169766,0.0255757,0.0962712,0.00246133,1.02122,0.309308356
218,0.0499068,-0.0822911,0.254938,-0.0634253,-0.019658,0.0252492,-0.0613499,-0.0183782,0.0261131,0.10119,-0.0125756,1.03369,0.324414015
219,0.049215,-0.0825561,0.255205,-0.0680722,-0.0260521,0.0263209,-0.0659017,-0.0247301,0.0274811,0.0912985,-0.0132847,1.03682,0.339437387
220,0.0484846,-0.0827528,0.255492,-0.0736117,-0.0198045,0.0289303,-0.0712204,-0.0183839,0.0297573,0.0966474,-0.0129303,1.0538,0.35437466
221,0.0477322,-0.0828945,0.255793,-0.0748599,-0.014071,0.0299935,-0.0723765,-0.0126288,0.0305278,0.102323,-0.00924495,1.05499,0.369222047
222,0.0470365,-0.0830962,0.256092,-0.0695516,-0.0201412,0.0298318,-0.0670756,-0.0187211,0.030643,0.0943907,-0.00311455,1.03557,0.383975781
223,0.0463861,-0.083355,0.256407,-0.0634157,-0.0252114,0.0307866,-0.0608524,-0.0237617,0.0318157,0.100481,0.00205534,1.00408,0.39863212
224,0.0458039,-0.0835485,0.256731,-0.0590576,-0.0196059,0.03285,-0.0563162,-0.0180865,0.0335988,0.0969842,-0.00116993,1.02244,0.413187346
225,0.0452466,-0.0837899,0.257058,-0.0554711,-0.0240115,0.0324795,-0.0527528,-0.022523,0.0334185,0.0897563,-2.05E-05,1.02051,0.427637767
226,0.0446885,-0.0840222,0.257392,-0.0554272,-0.0230493,0.0332547,-0.0526364,-0.0215459,0.034134,0.0896882,0.00369245,1.02232,0.441979719
227,0.0441063,-0.0842246,0.257733,-0.0577767,-0.0200604,0.0337918,-0.054934,-0.0185563,0.0345238,0.0984914,-0.00804154,1.02953,0.456209563
228,0.0434807,-0.0843928,0.25807,-0.0625184,-0.0167873,0.0336631,-0.0596808,-0.0153134,0.0342412,0.0938041,-0.00805559,1.028,0.470323689
229,0.0428692,-0.0845748,0.2584,-0.0609566,-0.0181182,0.0329481,-0.0581733,-0.0166945,0.0335766,0.0970921,0.00098751,1.018,0.484318518
230,0.0422843,-0.0847342,0.258748,-0.058386,-0.0158894,0.034744,-0.0554455,-0.0144118,0.03526,0.100091,-0.00356904,1.01263,0.498190501
231,0.0417308,-0.0849351,0.25911,-0.0550046,-0.0199488,0.0359603,-0.051954,-0.0184366,0.0366317,0.105135,-0.0107025,1.00323,0.511936117
232,0.0411998,-0.0852446,0.259489,-0.0529286,-0.030822,0.0377903,-0.049711,-0.029245,0.0388906,0.09422,-0.0132758,0.99711,0.525551882
233,0.0406292,-0.0854939,0.259894,-0.056905,-0.0248353,0.0403901,-0.0534561,-0.0231802,0.0412181,0.0891353,-0.0184439,1.01799,0.53903434
234,0.0400246,-0.0857488,0.260313,-0.0603902,-0.0254318,0.0418241,-0.0568082,-0.023744,0.0426547,0.0974801,-0.0164407,1.01876,0.552380074
235,0.039402,-0.0860364,0.260737,-0.0615952,-0.0284204,0.041982,-0.0579876,-0.0267507,0.0429138,0.0904724,-0.0110989,1.01618,0.565585696
236,0.0387956,-0.086251,0.261176,-0.060821,-0.0214907,0.0439691,-0.0570333,-0.0197755,0.0446063,0.0993419,-0.00734304,1.0163,0.578647858
237,0.038234,-0.0864499,0.261625,-0.056033,-0.0198258,0.0448251,-0.0521627,-0.0181043,0.0453829,0.094956,0.000420708,1.00375,0.591563246
238,0.0377565,-0.0867269,0.262089,-0.0467562,-0.0270916,0.0454635,-0.0428182,-0.0253626,0.046283,0.0927434,-0.000276212,0.993734,0.604328585
239,0.0373417,-0.0869929,0.262544,-0.0419672,-0.0268881,0.0460267,-0.0379682,-0.0251575,0.0468245,0.0947418,0.00324279,0.989912,0.616940637
240,0.0369264,-0.0872612,0.263011,-0.041461,-0.0267614,0.0465622,-0.0374031,-0.0250308,0.0473413,0.0954906,-0.00919573,1.003,0.629396201
241,0.0364669,-0.0875741,0.263482,-0.045027,-0.0306213,0.0461939,-0.0409868,-0.0289232,0.0471027,0.0926078,-0.0119895,1.00862,0.641692121
242,0.0359582,-0.0878392,0.263948,-0.0513899,-0.0267598,0.0470086,-0.047266,-0.0250591,0.0477591,0.0950419,-0.0142639,1.01284,0.653825275
243,0.0354263,-0.0880585,0.264437,-0.0529782,-0.0218069,0.0487267,-0.048693,-0.020074,0.0492798,0.0940304,-0.0128235,1.01168,0.665792587
244,0.0348977,-0.0882563,0.264924,-0.0526635,-0.0196821,0.0485521,-0.0483841,-0.0179827,0.0490204,0.100058,-0.00787272,0.994762,0.677591022
245,0.0344035,-0.0885501,0.265435,-0.048582,-0.0288454,0.0502238,-0.0441405,-0.0271076,0.0509896,0.098257,-0.00811437,0.970024,0.689217586
246,0.0339533,-0.0888156,0.265948,-0.0453858,-0.026734,0.0517175,-0.0407985,-0.0249698,0.0523915,0.091026,-0.0115295,0.97929,0.70066933
247,0.0335083,-0.0890937,0.266476,-0.0443188,-0.0276659,0.0525142,-0.0396463,-0.025898,0.0532034,0.0912612,-0.00864963,0.979921,0.71194335
248,0.0330582,-0.0894064,0.267003,-0.0447627,-0.0310666,0.0524235,-0.0400819,-0.0293238,0.0532124,0.088349,-0.00609851,0.982939,0.723036787
249,0.0325723,-0.0896818,0.26753,-0.0483804,-0.0273893,0.05245,-0.0436829,-0.0256735,0.0531035,0.0950648,-0.0164481,0.993565,0.733946826
250,0.0320624,-0.0899777,0.268079,-0.0499735,-0.0289621,0.0538162,-0.0451377,-0.027229,0.0544993,0.0936316,-0.0113017,0.996212,0.744670699
251,0.0315992,-0.0902067,0.26862,-0.0466648,-0.0230394,0.0544579,-0.041759,-0.0213144,0.0549373,0.0941546,-0.00138335,0.991986,0.755205688
252,0.0311997,-0.0904469,0.269174,-0.0397795,-0.0238921,0.0551436,-0.0347988,-0.0221673,0.0556368,0.0947076,3.59E-05,0.974492,0.76554912
253,0.0308434,-0.0907166,0.269738,-0.0355921,-0.0269081,0.056325,-0.0304895,-0.0251655,0.0568965,0.103805,-0.00847225,0.97022,0.77569837
254,0.030514,-0.0910724,0.270315,-0.0328066,-0.0354072,0.0575133,-0.027576,-0.0336433,0.0583286,0.0909872,-0.00558666,0.975288,0.785650865
255,0.0301412,-0.0913874,0.270898,-0.0371572,-0.031351,0.0580405,-0.0318604,-0.029595,0.0587169,0.0923356,-0.00851908,0.991302,0.795404081
256,0.0297161,-0.0916848,0.271476,-0.0422002,-0.0294936,0.0573335,-0.0369509,-0.0277842,0.0579438,0.095212,-0.0113597,0.995788,0.804955543
257,0.0292632,-0.0919567,0.272042,-0.0451183,-0.0270523,0.0564068,-0.0399386,-0.0253972,0.056936,0.098569,-0.00724184,0.991397,0.814302828
258,0.0288125,-0.0922171,0.272621,-0.0443173,-0.0255685,0.0569062,-0.039077,-0.0239255,0.0573775,0.0982366,-0.00565791,0.984327,0.823443566
259,0.0284004,-0.0924697,0.273191,-0.0414794,-0.0253946,0.0573082,-0.0361876,-0.0237639,0.0577614,0.0896601,-0.00203095,0.975345,0.832375439
260,0.0280398,-0.0927272,0.273776,-0.0359021,-0.025616,0.0583311,-0.0305009,-0.0239776,0.0587759,0.0928281,-0.000594259,0.969204,0.84109618
261,0.0277332,-0.0930552,0.274366,-0.030634,-0.0327336,0.0588745,-0.0251633,-0.0310955,0.059505,0.0945859,0.000310719,0.962041,0.849603578
262,0.027414,-0.0933731,0.274963,-0.0318063,-0.0316293,0.0594116,-0.0262669,-0.029996,0.0599976,0.092701,-0.0100738,0.967674,0.857895475
263,0.0270562,-0.0936897,0.275567,-0.0355969,-0.0314682,0.0600537,-0.0299787,-0.0298392,0.0606197,0.0909798,-0.0102872,0.977537,0.865969767
264,0.0266653,-0.0939774,0.276173,-0.038794,-0.0285194,0.0601984,-0.033145,-0.0269114,0.0606718,0.0925666,-0.0115939,0.98705,0.873824406
265,0.0262769,-0.0942434,0.276783,-0.0381395,-0.0260815,0.0598138,-0.0325108,-0.0245079,0.060213,0.0906337,-0.00412831,0.983064,0.881457401
266,0.0259364,-0.0944686,0.27737,-0.0347263,-0.0229469,0.0599015,-0.0290759,-0.0213926,0.0602094,0.0994353,-0.0038009,0.968591,0.888866815
267,0.0256433,-0.0947996,0.277981,-0.0288035,-0.0324857,0.0599545,-0.0231283,-0.0309447,0.0604986,0.0913856,-0.00599249,0.960752,0.896050768
268,0.0254091,-0.0951179,0.27858,-0.0238019,-0.0323041,0.0608263,-0.018025,-0.0307553,0.0613525,0.0936935,-0.00670614,0.953736,0.903007439
269,0.025166,-0.0953653,0.279191,-0.0241066,-0.0245057,0.0605551,-0.0183405,-0.0229811,0.0608775,0.0934777,-0.00591982,0.964331,0.909735063
270,0.024933,-0.0956413,0.279793,-0.0232013,-0.0274563,0.0599381,-0.0174775,-0.0259603,0.0603301,0.0867396,-0.0077429,0.961901,0.916231933
271,0.0246633,-0.0959156,0.280406,-0.0267388,-0.0271628,0.0607073,-0.0209249,-0.0256643,0.0610797,0.0943894,-0.0201682,0.967906,0.922496402
272,0.0243659,-0.0961545,0.281027,-0.0294365,-0.0236201,0.0615085,-0.0235313,-0.0221215,0.0617817,0.0923738,-0.0143656,0.977369,0.92852688
273,0.0240894,-0.0963304,0.281646,-0.0278508,-0.0176908,0.0622367,-0.0218648,-0.0161935,0.0623563,0.0899009,-0.00983066,0.977547,0.934321838
274,0.0238584,-0.0965628,0.282269,-0.0231029,-0.0232179,0.062375,-0.0170891,-0.0217302,0.0626207,0.0915247,-0.00493866,0.954805,0.939879806
275,0.0236693,-0.0967424,0.282907,-0.0188727,-0.0179082,0.0636064,-0.0127288,-0.0164048,0.0637151,0.0975513,-0.0130582,0.953447,0.945199375
276,0.0234998,-0.0969954,0.283555,-0.0168448,-0.0251005,0.0642944,-0.0106183,-0.0235899,0.0645643,0.0884968,-0.0149137,0.96013,0.950279194
277,0.0233034,-0.0972678,0.284198,-0.0195242,-0.0270391,0.0638616,-0.0133223,-0.0255507,0.0641725,0.0872438,-0.0135797,0.961135,0.955117976
278,0.0230753,-0.0974792,0.284835,-0.0228378,-0.0211495,0.0637109,-0.0166371,-0.0196808,0.0638795,0.0868301,-0.0174189,0.975115,0.959714493
279,0.022813,-0.0976405,0.285472,-0.026003,-0.0159628,0.0632052,-0.0198414,-0.0145238,0.0632519,0.0946707,-0.0133425,0.984877,0.964067579
280,0.0225643,-0.0978357,0.286107,-0.0245026,-0.019224,0.0625229,-0.0183954,-0.0178151,0.0626418,0.0878258,-0.00543131,0.97241,0.968176131
281,0.0223594,-0.0979311,0.28673,-0.0208046,-0.0096674,0.0631704,-0.0146281,-0.00825941,0.0630681,0.0841643,-0.0038269,0.965173,0.972039105
282,0.0222183,-0.0980184,0.287355,-0.0140471,-0.00868169,0.0622025,-0.00795991,-0.00730426,0.0620815,0.0940639,0.000177302,0.963898,0.975655522
283,0.0221515,-0.0982077,0.287973,-0.00666482,-0.0188417,0.0615275,-0.000632055,-0.0174808,0.0616334,0.088219,0.00110343,0.959893,0.979024465
284,0.0220702,-0.0983489,0.288578,-0.00810156,-0.0140492,0.0602806,-0.00218258,-0.0127219,0.0602848,0.085584,-0.00760388,0.962585,0.982145079
285,0.0219052,-0.098479,0.289308,-0.0131355,-0.0103472,0.0580864,-0.00742446,-0.00907854,0.0580178,0.0827022,-0.00831122,0.967062,0.985016573
286,0.0217738,-0.0985599,0.289732,-0.0175059,-0.0107719,0.0564508,-0.0119512,-0.00954625,0.056398,0.0798262,-0.00412654,0.965798,0.987638218
287,0.0215949,-0.0986468,0.290277,-0.0181596,-0.00880927,0.0553059,-0.0127127,-0.00761879,0.0552144,0.0892732,-0.00654305,0.958697,0.99000935
288,0.0213997,-0.0986837,0.290835,-0.0188801,-0.0035597,0.0539706,-0.0135627,-0.00240964,0.0537719,0.0985299,-0.0076424,0.948854,0.992129367
289,0.0212471,-0.0988428,0.291394,-0.0146482,-0.0152491,0.0535939,-0.00935946,-0.0141126,0.0536443,0.0889113,-0.00779964,0.938124,0.99399773
290,0.02114,-0.099039,0.29191,-0.0110461,-0.0202326,0.053243,-0.00578161,-0.0191081,0.0533979,0.0882779,-0.00897003,0.93673,0.995613967
291,0.0210032,-0.0991267,0.292421,-0.0138327,-0.00885719,0.0516027,-0.00872587,-0.00777681,0.0515241,0.0900768,-0.00633747,0.960535,0.996977668
292,0.0208448,-0.0992394,0.292909,-0.0155367,-0.0110474,0.0478528,-0.0107956,-0.0100525,0.0478373,0.0838499,-0.00678567,0.973469,0.998088486
293,0.0206638,-0.0994128,0.293363,-0.0182269,-0.0174525,0.0457862,-0.0136827,-0.0165074,0.045911,0.0873651,-0.00827547,0.96457,0.998946139
294,0.0204586,-0.0995142,0.293802,-0.0204073,-0.0100704,0.0435599,-0.0160796,-0.00918154,0.0435413,0.0817528,-0.000182431,0.97506,0.999550411
295,0.0202737,-0.0995709,0.294209,-0.0184231,-0.0056441,0.0405881,-0.0143884,-0.0048242,0.0404932,0.0870105,0.00594971,0.972863,0.999901147
296,0.0201623,-0.0997327,0.294586,-0.0110966,-0.0160994,0.0374896,-0.00736384,-0.0153441,0.0376203,0.0858601,0.0158488,0.945331,0.99999826
297,0.020078,-0.0997935,0.294954,-0.00825184,-0.00594553,0.0360275,-0.00466249,-0.00522462,0.0359604,0.0964147,0.00619319,0.957076,0.999841723
298,0.0200087,-0.0999188,0.295287,-0.00705225,-0.0127458,0.0339487,-0.00366577,-0.0120675,0.0340276,0.0884148,-0.00136818,0.959724,0.999431578
299,0.0199315,-0.100095,0.295594,-0.00769264,-0.0175187,0.0305038,-0.00464446,-0.0169103,0.0306943,0.0868258,-0.00221861,0.952906,0.998767928
300,0.0198056,-0.100227,0.295884,-0.0125457,-0.0131631,0.0288412,-0.00965986,-0.0125922,0.0289515,0.0850073,-0.00794201,0.968367,0.99785094
301,0.0196273,-0.100309,0.296161,-0.0177897,-0.00816039,0.0276581,-0.01502,-0.00761873,0.0276739,0.0937199,-0.0116302,0.984453,0.996680849
302,0.0194417,-0.100438,0.296427,-0.0184823,-0.0128889,0.0265426,-0.0158209,-0.0123731,0.0266544,0.0830994,-0.00356965,0.970683,0.995257951
303,0.0192678,-0.100484,0.296691,-0.0172796,-0.00455104,0.0262174,-0.0146496,-0.00404762,0.026168,0.0811945,0.000618029,0.964003,0.993582606
304,0.0191404,-0.10056,0.29694,-0.0126662,-0.00757171,0.0247069,-0.0101858,-0.00709984,0.0247224,0.0935462,-6.83E-05,0.961325,0.99165524
305,0.0190629,-0.100751,0.297169,-0.00774391,-0.0189788,0.0228806,-0.00544257,-0.0185415,0.0231222,0.0844462,0.00287431,0.944718,0.989476341
306,0.0189694,-0.100867,0.297392,-0.00915807,-0.0113601,0.0218283,-0.00696005,-0.0109462,0.021929,0.0866124,-0.000735844,0.954055,0.987046462
307,0.0188563,-0.10099,0.297579,-0.0114712,-0.0124858,0.0189888,-0.00955676,-0.0121274,0.0191241,0.0820565,-0.000614708,0.976957,0.98436622
308,0.0187092,-0.101126,0.297759,-0.0146582,-0.0135646,0.0178809,-0.0128531,-0.0132294,0.0180402,0.0826286,-0.00652517,0.985898,0.981436294
309,0.018565,-0.101303,0.297908,-0.0143289,-0.0175962,0.0148829,-0.0128238,-0.0173183,0.0151307,0.0857461,0.00113391,0.973041,0.978257428
310,0.0184008,-0.101399,0.298048,-0.0162636,-0.00946483,0.0138713,-0.0148595,-0.00920932,0.0139719,0.0951899,-0.00604945,0.970134,0.974830427
311,0.0182685,-0.101585,0.29819,-0.013217,-0.0186203,0.0141634,-0.0117807,-0.0183598,0.0144282,0.0857865,-0.00509088,0.957175,0.971156162
312,0.0181724,-0.101772,0.298324,-0.00960471,-0.0186907,0.0133245,-0.00825098,-0.0184467,0.013593,0.088434,-0.00305158,0.949171,0.967235563
313,0.0180767,-0.101871,0.298447,-0.00954112,-0.00979719,0.0122829,-0.00829201,-0.00957472,0.0123944,0.0864645,-0.00181735,0.965609,0.963069626
314,0.0179776,-0.101984,0.298546,-0.00989962,-0.0113733,0.00991159,-0.00889054,-0.0111942,0.010063,0.0772061,-0.00221318,0.959822,0.958659408
315,0.0178539,-0.102167,0.298616,-0.0120758,-0.0178235,0.00681456,-0.0113808,-0.0176996,0.00709615,0.0827226,-0.00186349,0.951356,0.954006026
316,0.0177112,-0.102246,0.298665,-0.0144347,-0.00794325,0.00495285,-0.0139292,-0.00785475,0.00506689,0.0785552,0.00182403,0.96997,0.949110661
317,0.0175808,-0.102319,0.298684,-0.0130142,-0.0072886,0.00188035,-0.0128222,-0.00725459,0.00199836,0.0788685,0.0112975,0.962592,0.943974555
318,0.0174991,-0.102476,0.298667,-0.00813356,-0.0156544,-0.00162055,-0.00829934,-0.0156802,-0.00133788,0.0820512,0.0182414,0.937006,0.938599011
319,0.0174188,-0.102508,0.298643,-0.00796994,-0.00322226,-0.00243073,-0.00821867,-0.00326389,-0.00236148,0.0883917,0.00557965,0.949482,0.932985391
320,0.0173532,-0.10267,0.298605,-0.00653266,-0.0161156,-0.00376154,-0.00691818,-0.0161781,-0.00346153,0.0789256,0.00343897,0.942393,0.927135121
321,0.0172622,-0.102865,0.298539,-0.00909059,-0.0194654,-0.00663163,-0.00977155,-0.0195764,-0.0062596,0.0779526,0.00188147,0.940858,0.921049684
322,0.0171158,-0.102945,0.298448,-0.0146051,-0.00801319,-0.0089939,-0.0155294,-0.00816513,-0.00880783,0.0766257,0.00044238,0.964588,0.914730623
323,0.0169003,-0.102998,0.298333,-0.0213726,-0.00527559,-0.011474,-0.0225524,-0.00546771,-0.0113224,0.0869887,-0.00303888,0.97689,0.908179542
324,0.0166816,-0.103113,0.298189,-0.0217835,-0.0113889,-0.01436,-0.0232616,-0.0116256,-0.0140917,0.0744386,0.00168318,0.957545,0.901398101
325,0.0164842,-0.103186,0.298039,-0.0193508,-0.00716168,-0.0146465,-0.0208594,-0.00740085,-0.0144485,0.078278,0.00367705,0.9497,0.894388022
326,0.0163397,-0.103297,0.297891,-0.0146259,-0.0113022,-0.0149592,-0.0161684,-0.0115438,-0.0146928,0.089224,0.00213391,0.944333,0.887151082
327,0.0162465,-0.103474,0.297721,-0.00925159,-0.0175805,-0.0168833,-0.0109955,-0.017851,-0.0165052,0.0805169,0.000728017,0.938244,0.879689116
328,0.0161437,-0.103608,0.29755,-0.0102356,-0.0132743,-0.0170445,-0.0119984,-0.0135462,-0.0167366,0.083195,-0.000872282,0.951485,0.872004019
329,0.0160043,-0.103728,0.297348,-0.0138606,-0.0120154,-0.020088,-0.0159406,-0.0123336,-0.0197852,0.0756417,-0.00408248,0.966905,0.864097738
330,0.0158213,-0.103841,0.297129,-0.0182624,-0.0111967,-0.021907,-0.0205332,-0.0115401,-0.0216091,0.075006,-0.00604674,0.967057,0.855972279
331,0.0156224,-0.103931,0.296883,-0.0197924,-0.00898151,-0.0244492,-0.0223288,-0.0093603,-0.024174,0.0805688,0.00513155,0.959823,0.847629704
332,0.0154159,-0.103988,0.296626,-0.0202633,-0.00562467,-0.0251911,-0.0228782,-0.00601024,-0.0249653,0.0845646,-0.00315421,0.957219,0.839072128
333,0.0152402,-0.104145,0.296375,-0.0177346,-0.0158266,-0.0253915,-0.0203742,-0.0162096,-0.0250098,0.0805081,-0.00325548,0.943297,0.830301723
334,0.0150754,-0.104204,0.296128,-0.016412,-0.00591882,-0.0245522,-0.0189658,-0.00628627,-0.024327,0.0842655,-0.0077244,0.937672,0.821320712
335,0.0149118,-0.104299,0.295881,-0.0161498,-0.00936783,-0.0244571,-0.018696,-0.0097295,-0.0241818,0.0835768,-0.0156789,0.950148,0.812131373
336,0.0147334,-0.104414,0.295625,-0.0178964,-0.0115498,-0.0256212,-0.0205667,-0.011924,-0.0253088,0.0802771,-0.0157803,0.943694,0.802736038
337,0.0145144,-0.104601,0.295373,-0.0217169,-0.0185853,-0.0250064,-0.0243279,-0.0189443,-0.0245974,0.0805697,-0.0196808,0.942875,0.79313709
